typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20240101,2024,52,2024,757,CHE,Switzerland,M,Import,854,BFA,Burkina Faso,0,W00,World,H6,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C01,Clearance for home use,0,1000,Air,8,kg,49627.0,False,8,kg,49627.0,False,49627.0,False,0.0,False,3157501476.828,,3157501476.828,0,True,False
C,A,20220101,2022,52,2022,757,CHE,Switzerland,M,Import,854,BFA,Burkina Faso,0,W00,World,H6,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,61458.0,False,8,kg,61458.0,False,61458.0,False,0.0,False,3023257714.557,,3023257714.557,0,False,True
C,A,20220101,2022,52,2022,784,ARE,United Arab Emirates,M,Import,854,BFA,Burkina Faso,0,W00,World,H6,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,8933.81,False,8,kg,8933.81,False,8933.81,False,0.0,False,445676992.456,,445676992.456,0,True,False
C,A,20220101,2022,52,2022,757,CHE,Switzerland,M,Import,854,BFA,Burkina Faso,0,W00,World,H6,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,1000,Air,8,kg,61458.0,False,8,kg,61458.0,False,61458.0,False,0.0,False,3023257714.557,,3023257714.557,0,False,True
C,A,20220101,2022,52,2022,757,CHE,Switzerland,M,Import,854,BFA,Burkina Faso,0,W00,World,H6,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C01,Clearance for home use,0,0,TOTAL MOT,8,kg,61458.0,False,8,kg,61458.0,False,61458.0,False,0.0,False,3023257714.557,,3023257714.557,0,False,True
C,A,20220101,2022,52,2022,757,CHE,Switzerland,M,Import,854,BFA,Burkina Faso,0,W00,World,H6,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C01,Clearance for home use,0,1000,Air,8,kg,61458.0,False,8,kg,61458.0,False,61458.0,False,0.0,False,3023257714.557,,3023257714.557,0,True,False
C,A,20220101,2022,52,2022,792,TUR,Türkiye,M,Import,854,BFA,Burkina Faso,0,W00,World,H6,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,10.535,False,15,g,10535.0,False,11.0,False,0.0,False,546054.0,545477.0,546054.0,0,False,True
C,A,20220101,2022,52,2022,792,TUR,Türkiye,M,Import,854,BFA,Burkina Faso,0,W00,World,H6,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,1000,Air,8,kg,10.535,False,15,g,10535.0,False,11.0,False,0.0,False,546054.0,545477.0,546054.0,0,False,True
C,A,20220101,2022,52,2022,792,TUR,Türkiye,M,Import,854,BFA,Burkina Faso,0,W00,World,H6,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C06,Inward processing,0,0,TOTAL MOT,8,kg,10.535,False,15,g,10535.0,False,11.0,False,0.0,False,546054.0,545477.0,546054.0,0,False,True
C,A,20220101,2022,52,2022,792,TUR,Türkiye,M,Import,854,BFA,Burkina Faso,0,W00,World,H6,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C06,Inward processing,0,1000,Air,8,kg,10.535,False,15,g,10535.0,False,11.0,False,0.0,False,546054.0,545477.0,546054.0,0,False,True
C,A,20220101,2022,52,2022,56,BEL,Belgium,M,Import,854,BFA,Burkina Faso,0,W00,World,H6,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,7.8,False,8,kg,7.8,False,7.8,False,0.0,False,410100.301,,410100.301,0,True,False
C,A,20220101,2022,52,2022,380,ITA,Italy,FM,Foreign Import,854,BFA,Burkina Faso,0,W00,World,H6,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,236.848,False,15,g,236848.0,False,237.0,False,0.0,False,11829328.064,,11829328.064,0,True,False
C,A,20220101,2022,52,2022,380,ITA,Italy,M,Import,854,BFA,Burkina Faso,0,W00,World,H6,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,236.848,False,15,g,236848.0,False,237.0,False,0.0,False,11829328.064,,11829328.064,0,True,False
C,A,20220101,2022,52,2022,699,IND,India,M,Import,854,BFA,Burkina Faso,0,W00,World,H6,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,653.0,False,8,kg,653.0,False,653.0,False,0.0,False,31163211.669,,31163211.669,0,True,False
C,A,20210101,2021,52,2021,800,UGA,Uganda,M,Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1076.087,False,15,g,748415.0,False,1071.0,False,0.0,False,61754082.8,,61754082.8,0,True,False
C,A,20180101,2018,52,2018,800,UGA,Uganda,M,Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,438.0,False,15,g,441408.0,False,438.0,False,0.0,False,15964993.0,,15964993.0,0,False,True
C,A,20180101,2018,52,2018,800,UGA,Uganda,M,Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C01,Clearance for home use,0 ,0,TOTAL MOT,8,kg,438.0,False,15,g,441408.0,False,438.0,False,0.0,False,15964993.0,,15964993.0,0,True,False
C,A,20190101,2019,52,2019,56,BEL,Belgium,M,Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,79.618,False,15,g,79618.32,False,79.61,False,0.0,False,2845371.231,0.0,2845371.231,0,True,False
C,A,20190101,2019,52,2019,380,ITA,Italy,FM,Foreign Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3.922,False,15,g,3922.0,False,4.0,False,0.0,False,147275.589,,147275.589,0,True,False
C,A,20190101,2019,52,2019,380,ITA,Italy,M,Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3.922,False,15,g,3922.0,False,4.0,False,0.0,False,147275.589,,147275.589,0,True,False
C,A,20190101,2019,52,2019,466,MLI,Mali,M,Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.46,False,8,kg,0.46,False,0.46,False,0.0,False,15453.71,0.0,15453.71,0,True,False
C,A,20190101,2019,52,2019,800,UGA,Uganda,M,Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1983.269,False,15,g,1983269.0,False,1973.0,False,0.0,False,79807510.98,0.0,79807510.98,0,True,False
C,A,20200101,2020,52,2020,56,BEL,Belgium,M,Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4.7,False,8,kg,4.7,False,4.7,False,0.0,False,245216.015,,245216.015,0,True,False
C,A,20200101,2020,52,2020,251,FRA,France,M,Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,False,15,g,3.0,False,3.0,False,0.0,False,153492.867,,153492.867,0,True,False
C,A,20200101,2020,52,2020,800,UGA,Uganda,M,Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2404.0,False,8,kg,2404.0,False,2404.0,False,0.0,False,131125589.0,0.0,131125589.0,0,False,True
C,A,20200101,2020,52,2020,800,UGA,Uganda,M,Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,1000,Air,8,kg,794.0,False,8,kg,794.0,False,794.0,False,0.0,False,36924675.0,0.0,36924675.0,0,True,False
C,A,20200101,2020,52,2020,800,UGA,Uganda,M,Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,3200,Road,8,kg,1610.0,False,8,kg,1610.0,False,1610.0,False,0.0,False,94200914.0,0.0,94200914.0,0,True,False
C,A,20210101,2021,52,2021,56,BEL,Belgium,M,Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,23.79,False,8,kg,23.79,False,23.79,False,0.0,False,1318752.784,,1318752.784,0,True,False
C,A,20210101,2021,52,2021,724,ESP,Spain,FM,Foreign Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.199,False,15,g,1199.11,False,1.199,False,0.0,False,55271.205,0.0,55271.205,0,False,True
C,A,20210101,2021,52,2021,724,ESP,Spain,M,Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.199,False,15,g,1199.11,False,1.199,False,0.0,False,55271.205,0.0,55271.205,0,False,True
C,A,20210101,2021,52,2021,724,ESP,Spain,FM,Foreign Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,1000,Air,8,kg,1.199,False,15,g,1199.11,False,1.199,False,0.0,False,55271.205,0.0,55271.205,0,False,True
C,A,20210101,2021,52,2021,724,ESP,Spain,M,Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,1000,Air,8,kg,1.199,False,15,g,1199.11,False,1.199,False,0.0,False,55271.205,0.0,55271.205,0,False,True
C,A,20210101,2021,52,2021,724,ESP,Spain,FM,Foreign Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C01,Clearance for home use,0,0,TOTAL MOT,8,kg,1.199,False,15,g,1199.11,False,1.199,False,0.0,False,55271.205,0.0,55271.205,0,False,True
C,A,20210101,2021,52,2021,724,ESP,Spain,M,Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C01,Clearance for home use,0,0,TOTAL MOT,8,kg,1.199,False,15,g,1199.11,False,1.199,False,0.0,False,55271.205,0.0,55271.205,0,False,True
C,A,20210101,2021,52,2021,724,ESP,Spain,FM,Foreign Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C01,Clearance for home use,0,1000,Air,8,kg,1.199,False,15,g,1199.11,False,1.199,False,0.0,False,55271.205,0.0,55271.205,0,False,True
C,A,20210101,2021,52,2021,724,ESP,Spain,M,Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C01,Clearance for home use,0,1000,Air,8,kg,1.199,False,15,g,1199.11,False,1.199,False,0.0,False,55271.205,0.0,55271.205,0,False,True
C,A,20180101,2018,52,2018,251,FRA,France,M,Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0 ,1000,Air,8,kg,2.651,True,-1,N/A,0.0,False,2.651,True,0.0,False,105126.684,,105126.684,6,False,True
C,A,20180101,2018,52,2018,442,LUX,Luxembourg,FM,Foreign Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,8.882,False,15,g,5696.0,False,8.882,False,0.0,False,195573.718,161700.105,195573.718,0,False,True
C,A,20180101,2018,52,2018,442,LUX,Luxembourg,M,Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,8.882,False,15,g,5696.0,False,8.882,False,0.0,False,195573.718,161700.105,195573.718,0,False,True
C,A,20180101,2018,52,2018,442,LUX,Luxembourg,FM,Foreign Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0 ,1000,Air,8,kg,8.882,False,15,g,5696.0,False,8.882,False,0.0,False,195573.718,161700.105,195573.718,0,False,True
C,A,20180101,2018,52,2018,442,LUX,Luxembourg,M,Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0 ,1000,Air,8,kg,8.882,False,15,g,5696.0,False,8.882,False,0.0,False,195573.718,161700.105,195573.718,0,False,True
C,A,20180101,2018,52,2018,442,LUX,Luxembourg,FM,Foreign Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C01,Clearance for home use,0 ,0,TOTAL MOT,8,kg,8.882,False,15,g,5696.0,False,8.882,False,0.0,False,195573.718,161700.105,195573.718,0,False,True
C,A,20180101,2018,52,2018,442,LUX,Luxembourg,M,Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C01,Clearance for home use,0 ,0,TOTAL MOT,8,kg,8.882,False,15,g,5696.0,False,8.882,False,0.0,False,195573.718,161700.105,195573.718,0,False,True
C,A,20180101,2018,52,2018,442,LUX,Luxembourg,FM,Foreign Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C01,Clearance for home use,0 ,1000,Air,8,kg,8.882,False,15,g,5696.0,False,8.882,False,0.0,False,195573.718,161700.105,195573.718,0,True,False
C,A,20180101,2018,52,2018,442,LUX,Luxembourg,M,Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C01,Clearance for home use,0 ,1000,Air,8,kg,8.882,False,15,g,5696.0,False,8.882,False,0.0,False,195573.718,161700.105,195573.718,0,True,False
C,A,20170101,2017,52,2017,56,BEL,Belgium,M,Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.911,False,15,g,1911.25,False,1.92,False,0.0,False,49768.871,0.0,49768.871,0,True,False
C,A,20170101,2017,52,2017,380,ITA,Italy,FM,Foreign Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.01,False,15,g,1010.0,False,1.0,False,0.0,False,39117.464,,39117.464,0,True,False
C,A,20170101,2017,52,2017,380,ITA,Italy,M,Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.01,False,15,g,1010.0,False,1.0,False,0.0,False,39117.464,,39117.464,0,True,False
C,A,20180101,2018,52,2018,251,FRA,France,M,Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,2.651,True,-1,N/A,0.0,False,2.651,True,0.0,False,105126.684,,105126.684,6,False,True
C,A,20210101,2021,52,2021,380,ITA,Italy,M,Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,28.943,False,15,g,28943.0,False,29.0,False,0.0,False,1516456.402,,1516456.402,0,True,False
C,A,20210101,2021,52,2021,699,IND,India,M,Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,10670.0,False,8,kg,10670.0,False,10670.0,False,0.0,False,489401366.703,0.0,489401366.703,0,True,False
C,A,20210101,2021,52,2021,757,CHE,Switzerland,M,Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,67857.0,False,8,kg,67857.0,False,67857.0,False,0.0,False,3378190149.853,0.0,3378190149.853,0,False,True
C,A,20210101,2021,52,2021,784,ARE,United Arab Emirates,M,Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,301.78,False,8,kg,301.78,False,301.78,False,0.0,False,17399235.729,0.0,17399235.729,0,True,False
C,A,20210101,2021,52,2021,757,CHE,Switzerland,M,Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,1000,Air,8,kg,67857.0,False,8,kg,67857.0,False,67857.0,False,0.0,False,3378190149.853,0.0,3378190149.853,0,False,True
C,A,20210101,2021,52,2021,757,CHE,Switzerland,M,Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C01,Clearance for home use,0,0,TOTAL MOT,8,kg,67857.0,False,8,kg,67857.0,False,67857.0,False,0.0,False,3378190149.853,0.0,3378190149.853,0,False,True
C,A,20210101,2021,52,2021,757,CHE,Switzerland,M,Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C01,Clearance for home use,0,1000,Air,8,kg,67857.0,False,8,kg,67857.0,False,67857.0,False,0.0,False,3378190149.853,0.0,3378190149.853,0,True,False
C,A,20190101,2019,52,2019,124,CAN,Canada,FM,Foreign Import,854,BFA,Burkina Faso,0,W00,World,H5,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,1000,Air,8,kg,3.501,False,15,g,3501.0,False,3.501,False,0.0,False,0.0,40580.952,40580.952,0,False,True
