typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20150101,2015,52,2015,276,DEU,Germany,X,Export,12,DZA,Algeria,0,W00,World,H4,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,0.022,False,15,g,22.0,False,0.022,False,,False,,1882.028,1882.028,0,False,True
C,A,20150101,2015,52,2015,276,DEU,Germany,X,Export,12,DZA,Algeria,0,W00,World,H4,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0 ,1000,Air,8,kg,0.022,False,15,g,22.0,False,0.022,False,,False,,1882.028,1882.028,0,False,True
C,A,20150101,2015,52,2015,276,DEU,Germany,X,Export,12,DZA,Algeria,0,W00,World,H4,HS,True,284330,Gold compounds,6,True,C03,Outright exportation,0 ,0,TOTAL MOT,8,kg,0.022,False,15,g,22.0,False,0.022,False,,False,,1882.028,1882.028,0,False,True
C,A,20150101,2015,52,2015,276,DEU,Germany,X,Export,12,DZA,Algeria,0,W00,World,H4,HS,True,284330,Gold compounds,6,True,C03,Outright exportation,0 ,1000,Air,8,kg,0.022,False,15,g,22.0,False,0.022,False,,False,,1882.028,1882.028,0,False,True
C,A,20150101,2015,52,2015,724,ESP,Spain,DX,Domestic Export,12,DZA,Algeria,0,W00,World,H4,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2.0,False,15,g,1800.0,False,2.0,False,0.0,False,,12607.826,12607.826,0,False,True
C,A,20150101,2015,52,2015,724,ESP,Spain,X,Export,12,DZA,Algeria,0,W00,World,H4,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2.0,False,15,g,1800.0,False,2.0,False,0.0,False,,12607.826,12607.826,0,False,True
C,A,20150101,2015,52,2015,724,ESP,Spain,DX,Domestic Export,12,DZA,Algeria,0,W00,World,H4,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,1000,Air,8,kg,2.0,False,15,g,1800.0,False,2.0,False,0.0,False,,12607.826,12607.826,0,False,True
C,A,20150101,2015,52,2015,724,ESP,Spain,X,Export,12,DZA,Algeria,0,W00,World,H4,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,1000,Air,8,kg,2.0,False,15,g,1800.0,False,2.0,False,0.0,False,,12607.826,12607.826,0,False,True
C,A,20150101,2015,52,2015,724,ESP,Spain,DX,Domestic Export,12,DZA,Algeria,0,W00,World,H4,HS,True,284330,Gold compounds,6,True,C03,Outright exportation,0,0,TOTAL MOT,8,kg,2.0,False,15,g,1800.0,False,2.0,False,0.0,False,,12607.826,12607.826,0,False,True
C,A,20150101,2015,52,2015,724,ESP,Spain,X,Export,12,DZA,Algeria,0,W00,World,H4,HS,True,284330,Gold compounds,6,True,C03,Outright exportation,0,0,TOTAL MOT,8,kg,2.0,False,15,g,1800.0,False,2.0,False,0.0,False,,12607.826,12607.826,0,False,True
C,A,20150101,2015,52,2015,724,ESP,Spain,DX,Domestic Export,12,DZA,Algeria,0,W00,World,H4,HS,True,284330,Gold compounds,6,True,C03,Outright exportation,0,1000,Air,8,kg,2.0,False,15,g,1800.0,False,2.0,False,0.0,False,,12607.826,12607.826,0,False,True
C,A,20150101,2015,52,2015,724,ESP,Spain,X,Export,12,DZA,Algeria,0,W00,World,H4,HS,True,284330,Gold compounds,6,True,C03,Outright exportation,0,1000,Air,8,kg,2.0,False,15,g,1800.0,False,2.0,False,0.0,False,,12607.826,12607.826,0,False,True
C,A,20150101,2015,52,2015,784,ARE,United Arab Emirates,DX,Domestic Export,12,DZA,Algeria,0,W00,World,H4,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,5.5,False,8,kg,5.5,False,5.5,False,,False,,155640.527,155640.527,0,True,False
C,A,20150101,2015,52,2015,784,ARE,United Arab Emirates,X,Export,12,DZA,Algeria,0,W00,World,H4,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,5.5,False,8,kg,5.5,False,5.5,False,,False,,155640.527,155640.527,0,True,False
C,A,20160101,2016,52,2016,251,FRA,France,X,Export,12,DZA,Algeria,0,W00,World,H4,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,51.0,False,-1,N/A,,False,51.0,False,,False,,26680.0,26680.0,0,True,False
C,A,20160101,2016,52,2016,251,FRA,France,X,Export,12,DZA,Algeria,0,W00,World,H4,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.0,False,-1,N/A,,False,1.0,False,,False,,3226.0,3226.0,0,True,False
C,A,20160101,2016,52,2016,380,ITA,Italy,DX,Domestic Export,12,DZA,Algeria,0,W00,World,H4,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,4.0,False,15,g,4000.0,False,4.0,False,,False,,158206.191,158206.191,0,True,False
C,A,20160101,2016,52,2016,380,ITA,Italy,X,Export,12,DZA,Algeria,0,W00,World,H4,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,4.0,False,15,g,4000.0,False,4.0,False,,False,,158206.191,158206.191,0,True,False
C,A,20160101,2016,52,2016,562,NER,Niger,X,Export,12,DZA,Algeria,0,W00,World,H4,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3.0,False,8,kg,3.0,False,3.0,False,0.0,False,,8435.05,8435.05,0,True,False
C,A,20170101,2017,52,2017,251,FRA,France,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,5.0,False,15,g,900.0,False,5.0,False,,False,,109094.735,109094.735,0,False,True
C,A,20170101,2017,52,2017,251,FRA,France,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0 ,1000,Air,8,kg,5.0,False,15,g,900.0,False,5.0,False,,False,,109094.735,109094.735,0,False,True
C,A,20170101,2017,52,2017,251,FRA,France,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,418.0,False,8,kg,418.0,False,418.0,False,,False,,17954354.822,17954354.822,0,False,True
C,A,20170101,2017,52,2017,251,FRA,France,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0 ,1000,Air,8,kg,418.0,False,8,kg,418.0,False,418.0,False,,False,,17954354.822,17954354.822,0,False,True
C,A,20170101,2017,52,2017,276,DEU,Germany,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.059,False,15,g,59.0,False,0.059,False,0.0,False,,5104.961,5104.961,0,False,True
C,A,20170101,2017,52,2017,276,DEU,Germany,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,1000,Air,8,kg,0.059,False,15,g,59.0,False,0.059,False,0.0,False,,5104.961,5104.961,0,False,True
C,A,20170101,2017,52,2017,276,DEU,Germany,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C03,Outright exportation,0,0,TOTAL MOT,8,kg,0.059,False,15,g,59.0,False,0.059,False,0.0,False,,5104.961,5104.961,0,False,True
C,A,20170101,2017,52,2017,276,DEU,Germany,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C03,Outright exportation,0,1000,Air,8,kg,0.059,False,15,g,59.0,False,0.059,False,0.0,False,,5104.961,5104.961,0,False,True
C,A,20170101,2017,52,2017,380,ITA,Italy,DX,Domestic Export,12,DZA,Algeria,0,W00,World,H5,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,237.014,False,15,g,237014.0,False,237.0,False,0.0,False,,9843256.235,9843256.235,0,True,False
C,A,20170101,2017,52,2017,380,ITA,Italy,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,237.014,False,15,g,237014.0,False,237.0,False,0.0,False,,9843256.235,9843256.235,0,True,False
